Vehicle_ID,Date,Distance_Travelled (km),Fuel_Consumed (L),Maintenance_Cost (USD),Trip_Count,Driver_Name,Region,Revenue (USD),Trip_Duration (hours)
V7873,2024-01-20,202.4218642108488,34.064636814372356,85.49680105159523,9,Alice,East,1177.7615079504696,6.780232382115769
V4611,2024-01-21,101.82636835239174,23.916287249704755,95.601865288086,5,Charlie,South,126.81832287690415,6.316267608643684
V8359,2024-01-22,483.30198179099494,49.678546936139554,475.37289537263524,4,Bob,South,1099.0916306287168,11.51327081354493
V5557,2024-01-23,113.34065675264719,22.211582848311743,400.0844119999384,3,Ethan,North,1569.3827088771698,6.2113397117830065
V1106,2024-01-24,484.9250942582384,44.13291283898188,481.11780817699434,3,Bob,West,1863.7412567589054,7.393053534704497
V3615,2024-01-25,437.06326860446984,45.80452901860576,331.6065275095107,3,Bob,South,1671.789158730649,8.01916160533605
V7924,2024-01-26,375.8975204339832,21.904049021089442,103.61728205865472,6,Ethan,East,1038.8831572620084,9.696869294522768
V6574,2024-01-27,490.97400925185656,35.72286593456936,484.99659023992047,10,Ethan,West,526.519504605018,8.147109876592825
V5552,2024-01-28,485.27138628501456,34.78066421564607,352.9089911804206,2,Charlie,North,485.9761913272284,3.2791955725460427
V3547,2024-01-29,412.06443980925286,29.26851187634871,465.84570031300416,4,Ethan,East,1897.4994207745774,10.843730876095632
V4527,2024-01-30,214.59877223250487,34.40903442884159,397.75606044587687,7,Diana,West,1645.4836099299168,5.972880769482633
V6514,2024-01-31,405.80688586502185,20.64964492126176,127.15386271070838,6,Ethan,North,605.7854089671948,3.5782305103160414
V2674,2024-02-01,56.26339479540553,13.031313305185025,302.6960747758897,2,Bob,West,1518.2417559543214,3.404530989870349
V2519,2024-02-02,291.4575387210766,29.176631887910055,104.16878239530598,8,Alice,South,825.9396787537539,5.675251400290415
V7224,2024-02-03,254.6537124802436,28.797914279480416,167.27515006301985,8,Diana,South,919.4863187301285,5.147912593819753
V2584,2024-02-04,352.7727718431891,37.753616340775764,350.47925100749944,8,Ethan,North,492.5513106596268,2.7293026990479814
V6881,2024-02-05,352.55335880795593,15.021059718481991,81.12721506729704,4,Ethan,South,509.5765359021287,10.266747602188444
V6635,2024-02-06,313.0520412434747,5.15629827252085,369.8388588492795,10,Alice,North,1665.768888128085,3.799821660340366
V5333,2024-02-07,420.0877855520484,6.023089729488497,475.4182900262181,3,Charlie,South,1480.7453273732845,1.9323480760874847
V1711,2024-02-08,473.1313513007994,18.426334491634183,475.3751167279534,7,Bob,West,459.79002263269473,9.267850271793526
V8527,2024-02-09,98.7557459896538,35.307493599945516,207.96868509324892,1,Alice,West,442.702756644754,4.245528183054613
V9785,2024-02-10,155.2198559952124,29.500040256125935,497.2559026628627,4,Charlie,North,1605.680715868558,6.707027926052543
V3045,2024-02-11,61.261092340917045,28.937012382354144,483.28829133802446,1,Bob,East,154.66892086987644,3.531953360316041
V7201,2024-02-12,447.9056803466835,42.0512196819103,35.54371660500196,3,Ethan,West,1954.6435095177515,1.4525721379949457
V2291,2024-02-13,302.6333220124455,16.1380417326699,309.1465603764662,10,Charlie,West,547.422688257638,6.634882970395565
V5803,2024-02-14,461.86515893442174,20.577188074443203,462.0983438806781,10,Alice,North,956.8557137543235,4.700113785916013
V6925,2024-02-15,149.6152400332955,17.40423775078073,484.41520909564906,3,Diana,North,571.8041233890629,5.962663234346068
V4150,2024-02-16,78.44766852208795,47.18346625107801,126.0297202097658,3,Alice,East,1207.5158469386954,5.757562290865783
V2139,2024-02-17,420.73490812570145,37.626077565901326,291.4641181377538,9,Alice,North,1329.7475797721133,5.042631356787302
V1750,2024-02-18,459.22443729255144,10.07800874449148,469.61014090604203,1,Diana,East,262.9034803778562,6.472973678165857
V4733,2024-02-19,185.9855785381626,41.42651825926375,87.50881671131282,10,Charlie,North,990.8750552914244,4.003214122400284
V5741,2024-02-20,233.73313510793574,23.865826932128844,377.76479748895156,3,Charlie,West,1755.7426029009175,1.271900161916189
V2307,2024-02-21,112.89965562824949,39.47240603812565,134.23804407171053,1,Alice,North,1951.358436172789,5.858573440996516
V4814,2024-02-22,475.8176897968758,44.76904798304185,491.5422343713713,3,Alice,South,855.3539596872005,3.92187365963238
V2654,2024-02-23,186.96406296020234,5.704060836359731,100.58596004076038,5,Charlie,West,503.21356173856776,1.8347728695722083
V7227,2024-02-24,271.68107854019263,14.273672983259637,444.9537216296659,3,Diana,South,828.6413650666252,10.916234321196404
V5554,2024-02-25,93.73639937981972,9.540352089162816,62.58848603366065,9,Bob,South,904.2528070404961,4.239696035300472
V8428,2024-02-26,449.26668883782605,6.510932408942636,360.3035903097077,7,Diana,North,1234.6722862633214,6.519414116745448
V6977,2024-02-27,111.04882191785143,31.90032035291987,326.7692901943419,10,Ethan,North,238.80567462020278,7.013170786799478
V3664,2024-02-28,254.13969060000167,36.64788200892179,445.59368730455446,10,Alice,South,1158.2999513419672,1.8597491133556234
V7065,2024-02-29,351.71879848257703,7.19043445596871,234.38236836694105,1,Charlie,West,199.0139620932847,4.040674464349933
V6820,2024-03-01,384.4130546854272,38.32434853159377,147.30197147018058,5,Diana,North,1869.0227541789318,3.5051575160212822
V4432,2024-03-02,475.68833860074443,23.101940786490783,139.77961430493383,2,Ethan,West,994.7716044309021,2.3044667004409085
V5374,2024-03-03,238.60703903662528,15.545267531940274,52.541494430832216,4,Ethan,North,773.1731988028058,4.962605799891763
V2169,2024-03-04,384.0210566443921,14.777114457989903,143.19581194050312,8,Alice,South,1252.1114825063323,7.006286659861896
V3803,2024-03-05,119.53530608442576,43.86786092015254,71.85660858302205,10,Bob,South,1374.5039331741532,4.671336257182878
V9751,2024-03-06,236.69803734656313,7.539981576100742,20.614955597451168,8,Bob,North,1624.2721590149472,8.426180575949356
V5010,2024-03-07,94.55973561973782,27.675313202342053,205.24980701763675,8,Ethan,South,1448.1753343467376,3.750260072424049
V3677,2024-03-08,270.2061670053265,18.016855310926346,371.64055735940894,3,Diana,North,1638.720606166665,9.197324812197778
V8573,2024-03-09,233.65214856396523,41.710381554349254,485.1688760507289,4,Ethan,East,110.1858718838399,9.453311395041142
V7216,2024-03-10,478.1846864214768,37.91828674022082,444.5849588418692,7,Alice,North,1058.629795740172,10.299930587553307
V5422,2024-03-11,64.7223290847711,19.350666336613642,256.67935686744687,10,Alice,West,823.781583270162,3.09706680299393
V4598,2024-03-12,216.73848143049594,31.906295342476806,201.78203589164434,3,Bob,South,1957.295360043078,7.644374482169395
V6313,2024-03-13,249.52238872731573,35.26393556466111,282.09150448565805,10,Ethan,North,1375.3978401773595,2.5165163873319023
V1916,2024-03-14,477.7498264331421,19.429930192684242,68.68570862581836,3,Charlie,North,351.252682054861,10.404991338224836
V4752,2024-03-15,434.9525869876796,18.57939958148915,250.15484019063703,10,Charlie,North,1795.2293005821462,8.878038951292865
V1525,2024-03-16,94.70958107275864,11.44671953734979,434.74434582491693,9,Diana,West,178.13747899923567,6.974381998451112
V6168,2024-03-17,358.5561194665784,34.70955907148344,332.4653902944691,5,Diana,South,440.80722402449055,3.87248988519514
V7572,2024-03-18,295.0096376669652,14.946923320071464,349.83699402421496,3,Bob,North,422.74634731649434,9.470836999224243
V5386,2024-03-19,490.029138253421,18.522542919083882,98.07512563927443,6,Alice,South,1036.3956724675088,4.100297972898166
V2084,2024-03-20,211.40322854554307,7.743093669804297,55.380506989459604,8,Charlie,West,744.4357981384085,4.812955957758506
V4456,2024-03-21,229.1628392349679,47.68341147620246,425.965992331789,10,Charlie,East,989.361244072371,11.965265687122363
V6155,2024-03-22,135.4138529724858,44.58712509337473,161.55613429574248,10,Charlie,West,270.33116372602456,11.403965081746453
V4483,2024-03-23,104.97187358926868,46.0209949529245,172.9841158191956,2,Charlie,East,1449.485591857174,10.040474477257517
V9179,2024-03-24,431.61493480865647,33.169691194174845,476.79782308837787,4,Bob,North,922.5663510666183,9.33586682534511
V7482,2024-03-25,254.62281585673273,24.224026203254457,55.61619284799647,7,Ethan,South,594.7714203745118,1.1307979240420742
V8517,2024-03-26,348.2459321278901,27.302935437185944,101.65049751257155,7,Charlie,East,695.2122552984066,8.195001375966642
V3340,2024-03-27,338.76701025494793,48.753060590465864,200.21978435839824,3,Alice,South,1959.1815437596724,11.88202089349006
V5339,2024-03-28,318.7156817837953,47.37138844243603,371.3528409302321,2,Charlie,North,1048.5001732125218,11.466377389744613
V3287,2024-03-29,59.610854631366784,35.210413613557506,282.5822041338711,1,Diana,South,1949.4058302501414,10.52012732902585
V5040,2024-03-30,404.05756570457754,40.36120681912331,451.0996030975873,4,Alice,East,633.9012341265707,3.5033634192957672
V9830,2024-03-31,159.60600372381063,19.343050579234053,64.69024898272957,9,Ethan,North,785.1251956809339,8.956694791022747
V5304,2024-04-01,106.6657483886193,23.73460850396501,305.13466114500557,9,Charlie,North,917.1634356495623,3.3086252303333636
V8019,2024-04-02,304.06008915858354,11.714792352132367,314.54946837386905,7,Bob,East,1815.306085096144,3.570955087796441
V7543,2024-04-03,80.87456877096015,21.94070848282094,251.71365751446953,3,Bob,South,600.1111378116159,7.457040031594939
V6930,2024-04-04,394.320819149863,38.94872437571564,34.87673794504399,10,Charlie,West,1676.2194398564952,7.078767786427097
V4593,2024-04-05,143.22081665599632,26.308346918549898,472.3722838889426,2,Diana,South,1860.7620738531655,6.156121633556587
V3266,2024-04-06,147.17810836340362,43.22034195170182,99.19865348571876,3,Bob,East,1082.2481028342215,9.95837482121149
V9348,2024-04-07,441.36294204629513,18.53313884578165,447.08156979394096,8,Alice,South,927.9732003515693,4.747255293362317
V9085,2024-04-08,197.85179904450368,36.84095588695875,95.40981311877636,10,Diana,West,413.4692557121182,1.9446344185160331
V2489,2024-04-09,116.39938097364967,41.25992719706991,68.60374926720111,10,Ethan,South,1500.0515527253867,10.303818345563947
V1771,2024-01-01,455.2389660342912,46.16335282171575,118.66422882460982,1,Ethan,North,1033.4220815523213,5.716722715433251
V2796,2024-01-02,51.275998166007355,30.30736773141091,111.19244364242502,9,Bob,South,1905.0963259294854,11.361227554659202
V3504,2024-01-03,436.28275687107936,48.5503784845982,354.6544178275314,9,Diana,North,1155.7819457409078,5.594566511403264
V3621,2024-01-04,115.1095911442286,30.07790411896729,366.5782901963243,2,Bob,West,1853.420327969618,5.825488812846625
V7916,2024-01-05,108.49645914954655,11.03417379765851,370.3875227217392,2,Ethan,South,1309.6391656742865,10.38238537418034
V2040,2024-01-06,162.7943885276557,15.928633224031358,147.32708928798874,8,Bob,North,935.9802343034904,1.331144810629649
V7304,2024-01-07,128.52370440562706,14.150152987702448,155.13107525372735,3,Diana,West,458.94791470750806,2.5284524809762297
V7252,2024-01-08,347.47593916879254,34.10176331965751,134.02317677467792,10,Charlie,North,203.67761803220984,10.61125231841059
V8668,2024-01-09,61.60106740378926,46.50017470300501,43.82501265848474,9,Ethan,North,447.9685103009511,4.361291292137608
V9669,2024-01-10,56.68714725381898,43.121002366382534,294.44950777171596,1,Charlie,North,993.4703096332067,9.11585567225883
V5119,2024-01-11,405.4930989056393,9.160879843708864,423.1301623259125,7,Diana,South,410.754417935978,6.49780232395541
V1188,2024-01-12,157.06922274070837,37.606312053824084,93.7231685680324,9,Ethan,North,987.5523956806715,8.247329407761153
V2876,2024-01-13,195.6971578829101,13.571672829383223,193.19788218909108,7,Bob,East,320.44568949105815,4.901286875740025
V9797,2024-01-14,128.41079063277974,17.080771453474156,225.25085957394248,6,Bob,West,1800.8329142756168,3.4803970427112314
V5371,2024-01-15,73.57955803752944,35.315236428556034,161.3837355037831,1,Bob,West,1040.330476146223,5.6829128305866625
V6573,2024-01-16,383.77312562936726,32.13149202450842,337.7697084847365,9,Ethan,South,938.8874067171529,9.278888020195483
V2827,2024-01-17,286.7384869690402,44.31292063202928,308.103453446609,7,Ethan,South,1978.7553090390218,9.391257387139479
V5808,2024-01-18,385.54937376529807,13.46734822697399,115.84390436525425,4,Bob,South,1165.6235890230466,8.595704674077362
V8123,2024-01-19,264.31068444046264,39.276338789174446,32.353132511209154,8,Bob,East,969.7434383383261,4.296009291610677
V3591,2024-01-20,400.1076676913912,37.59373579334671,101.99945201226708,7,Charlie,West,313.7326792410973,7.456505941269087
V8433,2024-01-21,280.9570809241362,30.148271432263726,160.0695037021316,6,Ethan,West,1467.5515305032632,7.243351702682196
V1053,2024-01-22,99.07430450173048,26.572739291191166,59.329325462236326,10,Bob,South,381.30204256581544,1.3542989279596962
V5315,2024-01-23,276.7274104036196,44.12632331860421,425.00915568652954,10,Diana,South,764.2481735184637,2.5304820961550143
V9201,2024-01-24,475.4370393365478,19.983393986846956,168.0096320565101,2,Bob,North,487.0940517599054,11.74967667072276
V3927,2024-01-25,69.51426660462727,48.06588922370029,210.78432728389902,7,Ethan,South,639.8212518039675,11.936831076687245
V9317,2024-01-26,402.4521481911708,5.6900167802821775,254.7664698179155,3,Bob,West,1686.4119531196393,7.2500997329371595
V2743,2024-01-27,440.1414084919272,47.17218934410115,337.29922627808236,5,Charlie,North,1524.8796378567945,9.79060355300479
V5889,2024-01-28,284.65304662088784,48.29349002515065,63.74570122432603,8,Alice,East,1662.8863373272416,11.051274148272052
V9317,2024-01-29,256.1191349439569,10.279228974950051,281.1804940254466,4,Ethan,East,1170.170039629188,7.312666077437939
V4258,2024-01-30,483.8117824049129,49.980740315801526,108.74298586018269,2,Ethan,West,1359.9615895210732,5.299744783206979
V3504,2024-01-31,77.37143337252762,26.55143943540646,445.0364925197787,5,Alice,North,503.55269766405246,5.1945041957963305
V7126,2024-02-01,265.5418599492635,15.916693183058369,197.31279916733362,10,Bob,South,1996.208655432552,11.435619423516076
V3646,2024-02-02,230.72776453065222,32.19806903354515,233.9721299813399,9,Charlie,South,107.83887877635108,1.700801729257377
V9837,2024-02-03,358.7438732280047,14.203091434005216,146.38206400778444,7,Bob,North,1557.0104962922396,5.250772253213267
V9689,2024-02-04,270.62098436490135,46.18069068171004,243.22781895423225,5,Alice,North,443.08080964681557,6.22255420085059
V1009,2024-02-05,459.3653731018532,29.843568164651654,128.5962945356801,4,Charlie,East,1848.7850736527694,4.617254989330956
V6310,2024-02-06,83.07082209490272,39.898124692869665,148.90975677101582,1,Diana,South,567.6991280889622,11.581319607547584
V9005,2024-02-07,86.35571483485637,22.129778496781515,49.586897436847664,1,Diana,West,1046.4104748228651,8.02903636427359
V1319,2024-02-08,323.733840635048,29.014255733731837,381.0728682153378,10,Charlie,South,279.1799253672259,4.35110010970873
V2832,2024-02-09,79.55700499405125,21.166679999820907,340.38486038459286,9,Diana,East,724.4497749904402,2.8856602545637253
V6947,2024-02-10,173.75719980107894,16.77027323234087,61.1395096831602,2,Charlie,North,640.1343777365494,8.42374091656487
V6038,2024-02-11,334.88452593545696,28.07674430106981,185.01986554210242,9,Bob,South,1964.5355030388748,2.953997040932258
V4923,2024-02-12,296.76039532176225,27.37747818954425,279.8955228828906,1,Bob,North,331.7827943632201,10.091223110104128
V1949,2024-02-13,196.33344949340056,9.437370420446602,485.9386578433164,7,Alice,South,809.7607882443302,7.637003037145336
V4946,2024-02-14,497.5824901374156,49.15933055809595,303.06869230572966,4,Bob,West,1865.3820410916037,1.295223556858399
V2290,2024-02-15,288.75057684409603,26.12706899101513,285.72891495579626,6,Bob,West,301.5328503419211,3.188986083599935
V2403,2024-02-16,254.17193790896224,42.787903170365816,423.5826398865202,7,Alice,South,714.7228352142378,11.02479841256842
V8962,2024-02-17,322.4420561908908,46.144872450387005,412.8345031353793,6,Ethan,South,154.86155416086413,5.244835258439137
V2133,2024-02-18,94.6303077555689,21.68172146440663,220.94339596853627,2,Ethan,North,974.4430428618828,3.264815260197473
V9727,2024-02-19,365.80073834572977,23.626857676038107,277.04691774988623,3,Charlie,North,1444.6426350856177,4.202160814816272
V3060,2024-02-20,433.7567317830088,30.313612735895944,436.10912657866993,7,Ethan,East,1011.724678149115,6.768352670742376
V3103,2024-02-21,342.9124991965874,14.957334424230137,247.91570629852157,10,Ethan,East,1293.8778051352717,6.001300555705911
V8787,2024-02-22,396.03322854713235,11.566522089614686,443.19385732045896,5,Ethan,South,611.7050284816926,5.055174922226731
V3705,2024-02-23,374.37796249591963,16.73483494593963,248.60589491910494,5,Bob,West,1350.2119758056863,1.1215179777896611
V5342,2024-02-24,146.7603798473736,47.064121263335906,57.89842389155993,9,Ethan,East,725.9111511898336,4.59449277413473
V9645,2024-02-25,253.1997121843767,31.06143167168302,453.33305664279396,7,Bob,East,183.30929910189084,11.007936906214606
V7932,2024-02-26,152.82210846406298,23.791013309982812,362.86673558257274,10,Bob,West,1282.4932262800808,5.302158003504498
V4470,2024-02-27,202.51922847582884,11.858513458286447,261.0087057514903,6,Alice,North,960.8937905530584,11.885546358065183
V9835,2024-02-28,254.0745063083513,19.843937869003696,452.2184295063641,10,Charlie,North,1900.0949545944923,2.420514359332495
V4295,2024-02-29,237.19534261767288,22.092789863351936,404.2161616259291,5,Alice,North,1999.6601082027491,5.602545233523566
V6107,2024-03-01,92.78862767403388,42.50132218791433,345.21674507649453,7,Diana,South,1823.0688968231175,9.174570297869987
V7537,2024-03-02,242.0438028174311,27.468566706619512,317.73109488766545,4,Bob,South,1614.3635800585228,5.2789218761478685
V7118,2024-03-03,349.298538377139,34.457358475445986,77.73529988260798,7,Ethan,North,345.7083769261614,10.939462546428251
V8177,2024-03-04,218.4354605459916,35.81809755556578,383.45060270681284,9,Ethan,West,1740.2298032678384,3.2712766113076728
V9479,2024-03-05,118.6875161459257,16.579704093569724,102.98190694711734,9,Diana,North,1622.9601295510206,10.574939744639748
V8397,2024-03-06,465.343266080473,41.97163728615603,492.4966353195838,8,Charlie,North,637.6126186104461,4.4073289390966846
V2982,2024-03-07,80.20998866149148,48.492872026265466,486.6391416021233,3,Bob,South,1616.4792448693256,9.996857135045436
V5061,2024-03-08,424.29734981368455,33.87625044794183,408.06114623329427,6,Diana,West,1513.219985621987,8.312719100881965
V4681,2024-03-09,91.95354576665483,27.07680121613521,80.56927934649907,9,Diana,East,1139.5968214318927,2.7465937483370593
V2049,2024-03-10,93.45399465460352,12.570514067819346,223.21995167148773,9,Diana,West,1244.3539017784801,7.326005222877091
V6539,2024-03-11,382.4581993199221,40.773898145913535,494.3743694417195,8,Bob,South,275.84692059331485,4.413451093900289
V1344,2024-03-12,415.2961783748265,12.616956988708178,228.98875785560347,5,Bob,East,584.8114135728814,3.232701245898195
V4770,2024-03-13,300.36683102690756,37.414108884294215,498.68922885381227,5,Bob,South,556.1522523581509,8.884492520490252
V4608,2024-03-14,313.90928723276465,26.97423445643596,321.068581871551,10,Bob,North,1564.667225215431,6.048520811124524
V1117,2024-03-15,302.71388629643263,46.2604725362465,420.371896964482,6,Alice,East,857.9427910555734,3.2187300181528644
V2163,2024-03-16,198.34069163729228,29.396158490810983,143.78545279413274,7,Diana,South,138.97286817026932,11.90193624473819
V1964,2024-03-17,105.00407840955168,33.88142584320649,457.18615315116523,3,Alice,North,495.6232071637161,5.9030473880743255
V4750,2024-03-18,209.11913583519544,7.642942321132856,458.80348971132156,2,Charlie,South,838.1555131154942,10.070408868727132
V2104,2024-03-19,349.40323400131194,6.522069072411075,52.165737463333954,4,Diana,West,864.5528446240586,7.653334594392955
V1514,2024-03-20,387.6279126131652,43.10138224322251,206.28759344708035,8,Bob,South,1329.619202240268,3.71524135607795
V6413,2024-03-21,440.6414669910792,47.533465004040416,210.73039729137724,3,Bob,West,1913.4216647052926,4.61780609200394
V2160,2024-03-22,374.4773054357672,35.06969945269188,176.5408665774733,2,Bob,South,392.8558575298173,7.261519802150378
V9423,2024-03-23,485.7793813901635,39.39524796074086,152.57639355547968,4,Alice,North,667.2386551842516,6.40054489718564
V4899,2024-03-24,320.18454105110465,23.55765000870167,239.91544693885527,9,Bob,West,1622.0908002665713,6.0896499927152705
V5562,2024-03-25,208.24078356191706,42.91451225714068,439.26380161892337,7,Diana,West,1498.189640284114,1.4299326919779018
V8953,2024-03-26,310.0633332754347,15.414502643485047,397.54430663733046,6,Ethan,North,1851.2296377807295,2.002129444234293
V4510,2024-03-27,145.73246255240275,36.822630366655694,319.0678057226279,9,Diana,West,1817.0951165365254,8.109290515563895
V9834,2024-03-28,345.53133634466843,5.41136577607978,270.82976501590844,10,Charlie,South,1246.6758530545583,11.107854530359603
V3167,2024-03-29,150.9101910984045,27.75798138618793,221.40504042810977,1,Diana,South,782.1840916908425,4.814600241955235
V8744,2024-03-30,98.69827186726998,21.794031170906536,218.93235140910977,3,Bob,West,282.6118452914093,10.269034213037246
V4981,2024-03-31,430.4180383706053,32.802585614456135,91.13587582085341,7,Diana,South,798.1679720732652,9.715814637183666
V8749,2024-04-01,215.40247277690756,35.00396282990029,302.2083839750662,1,Diana,West,479.75539513143707,5.301994046146441
V7669,2024-04-02,393.17253437158234,32.743371248795206,384.02114617168303,2,Alice,East,946.3405883482454,10.057725659831108
V4119,2024-04-03,308.3450019491582,26.74418691298213,471.0319927938127,3,Ethan,South,837.3700999113574,10.348282798576275
V2545,2024-04-04,413.24961701855494,26.953447280138207,463.9655200444513,8,Diana,West,610.1108667985233,5.5655803437566975
V2588,2024-04-05,430.3198225977612,5.29755606464715,290.08820454911483,10,Charlie,South,1240.6474240409889,2.975359208133897
V8062,2024-04-06,488.5459709565687,29.82396024100656,68.47541255621536,7,Diana,East,271.42246393361836,7.795101680350925
V6804,2024-04-07,418.29208679330134,5.53329356575516,157.32456994345876,2,Ethan,East,902.81906381912,5.752842754394633
V7939,2024-04-08,326.10797624095915,28.823794107874278,277.10407095004,2,Ethan,South,799.6484612401483,5.2313149647352395
V7735,2024-04-09,339.2146237234241,17.36333317390244,185.05720571718294,5,Ethan,East,454.0760816991422,8.24988041086411
V8651,2024-01-01,61.81422415411253,48.986570670463024,217.2272179036258,4,Ethan,South,1298.3038873183166,8.683742390981077
V1887,2024-01-02,468.08793094772136,5.771416892109224,203.86086698098538,6,Ethan,North,276.6001759233502,2.050875882275882
V2612,2024-01-03,423.2573554818483,41.592074941125944,253.0807002974387,2,Alice,North,1075.3487724759816,8.685092325527675
V1993,2024-01-04,170.35147631934979,35.33148284536446,312.3018329371689,10,Ethan,East,1949.216402178237,1.4803091111529452
V7596,2024-01-05,131.18723238238448,41.2775464526343,37.98352183890245,1,Alice,South,1385.2360608133479,10.74095999878597
V6559,2024-01-06,366.2144477895221,45.93980146994448,152.19878817668183,7,Diana,North,1330.460172920297,2.7372544632221674
V2790,2024-01-07,189.04310997345956,9.81573929125218,89.0492819008034,7,Diana,West,1455.9074177938135,10.708114153958226
V5073,2024-01-08,202.92109554976628,9.334125061313381,312.15452676110095,10,Alice,West,1868.2684640669247,6.915112973829995
V4139,2024-01-09,52.74760523164641,11.700386858311273,352.9574015202042,9,Bob,West,1101.8295511317492,8.333226346070019
V4116,2024-01-10,441.43821794139717,13.636942564622593,38.615615591261644,5,Ethan,South,1329.7282434768065,1.7341824969536352
V9786,2024-01-11,304.84449264261934,28.69051934300973,446.9956226788436,10,Ethan,East,259.5431935216168,8.99191530008989
V8350,2024-01-12,230.352954799782,41.68464758209772,179.11715635244994,1,Diana,South,989.6164263112506,10.924581918044414
V3296,2024-01-13,113.8435943680709,17.02961315044861,134.03806107982746,3,Alice,East,250.44794845353533,10.99610118142041
V7912,2024-01-14,334.9274056949812,22.860339012413213,377.9599135227853,8,Ethan,South,1622.9349151809631,5.524059742065421
V4006,2024-01-15,63.79569427140766,21.7873212558657,462.00079179495935,8,Diana,South,670.747183876875,9.380468793817332
V5563,2024-01-16,385.75029290256805,23.271233444324867,450.5750538317228,1,Ethan,South,1969.9538427799978,2.3335368703937536
V8579,2024-01-17,146.80979601507994,30.42509821015861,29.711786524770503,4,Alice,North,1400.1964808666473,5.056052720858678
V5092,2024-01-18,238.92462219402643,49.56048642378773,412.3452441465332,9,Bob,West,670.7764401951589,9.309365527014956
V2235,2024-01-19,203.40319179619976,15.163576368233999,165.46637765508638,5,Charlie,West,572.4416598221278,6.548343266784621
V8260,2024-01-20,216.52389161465175,35.78187314616734,154.56639352862797,4,Diana,South,912.690432827287,9.574617062405828
V2604,2024-01-21,374.71818548420293,43.15401959141911,255.97722241247217,1,Diana,West,1180.217803200213,5.511056743266401
V1828,2024-01-22,399.5760289850335,34.418107380161885,354.1677654439879,10,Charlie,West,1146.8892264769358,2.8132301627131753
V9856,2024-01-23,305.41710047647877,43.61986215595342,67.14434733091579,9,Charlie,East,1842.8738242810987,3.2810930502914655
V1241,2024-01-24,88.23066798973068,39.18136325795801,437.0720120476153,9,Diana,North,1075.487583909192,1.490986817209738
V2528,2024-01-25,73.6739718914848,9.207522744219924,84.50505006485143,4,Bob,West,1070.238009894905,1.2938966736581203
V4872,2024-01-26,120.83445369821891,22.066881000791717,487.625323809589,10,Diana,South,884.7368685865423,8.027532857949605
V3724,2024-01-27,328.02718186671376,29.871564778836287,232.69309439908585,3,Charlie,South,982.8473348589612,8.431842731290292
V7658,2024-01-28,353.2859197759009,7.525172260803457,416.39519925428027,1,Ethan,East,1468.5889987655623,6.080943667834336
V8956,2024-01-29,172.44627959579853,5.425257769435878,149.32159088420656,6,Alice,West,1644.3670398102897,4.780234867375581
V8886,2024-01-30,347.87241176371754,12.712260884947144,220.05090929858372,4,Ethan,South,775.369507701951,5.392760190468315
V4502,2024-01-31,268.54776720094833,27.49362769007564,329.86630948526926,1,Bob,South,1212.578981037156,3.138439427043628
